premises_name,premise_address_1,premise_city,premise_state,premise_zip,clean_name,chain_name,business_type,business_type_manual
TIKKA SHACK UPTOWN,400 S TRYON ST,Charlotte,NC,,TIKKA SHACK UPTOWN,,other,
TIN CATERING,301 S DAVIDSON ST,Charlotte,NC,,TIN CATERING,,other,
TIPSY BURRO,2711 MONROE RD,Charlotte,NC,,TIPSY BURRO,,other,
TOKYO ONE EXPRESS,8634 CAMFIELD ST,Charlotte,NC,,TOKYO ONE EXPRESS,,other,
TOPGOLF,8024 SAVOY CORPORATE DR,Charlotte,NC,,TOPGOLF,,other,
TOPGOLF CHARLOTTE UNIVERSITY,9110 DRIVERS WY,Charlotte,NC,,TOPGOLF CHARLOTTE UNIVERSITY,,other,
TOPS CHINA,2127 BEATTIES FORD RD,Charlotte,NC,,TOPS CHINA,,other,
TORA IZAKAYA,6925 UNIVERSITY CITY BV,Charlotte,NC,,TORA IZAKAYA,,other,
TORTILLERIA ELIZABETH EASTWAY,3124 EASTWAY DR,Charlotte,NC,,TORTILLERIA ELIZABETH EASTWAY,,other,
TOSCANA RISTORANTE,6401 CARNEGIE BV,Charlotte,NC,,TOSCANA RISTORANTE,,other,
TOUS LE JOURS,2041 SOUTH BV,Charlotte,NC,,TOUS LE JOURS,,other,
TOUS LE JOURS SOUTHPARK,4625 PIEDMONT ROW DR,Charlotte,NC,,TOUS LE JOURS SOUTHPARK,,other,
TOWN BREWING COMPANY,800 GRANDIN RD,Charlotte,NC,,TOWN BREWING COMPANY,,other,
TOYAMA EXPRESS,2130 EAST ARBORS DR,Charlotte,NC,,TOYAMA EXPRESS,,other,
"TRADITION GOLF CLUB, THE",3800 PROSPERITY CHURCH RD,Charlotte,NC,,TRADITION GOLF CLUB,,other,
TREMONT,2000 SOUTH BV,Charlotte,NC,,TREMONT,,other,
TRES PESOS,100 W WOODLAWN RD,Charlotte,NC,,TRES PESOS,,other,
TREVI VIBRANT SENIOR LIVING,11230 TREVI VILLAGE BV,Charlotte,NC,,TREVI VIBRANT SENIOR LIVING,,other,
TRIMURTI TEMPLE DEVASTHANAM,6441 BEATTIES FORD RD,Charlotte,NC,,TRIMURTI TEMPLE DEVASTHANAM,,other,
TRIVENI EXPRESS,9539 PINNACLE DR,Charlotte,NC,,TRIVENI EXPRESS,,other,
TROPICAL SMOOTHIE NC56,5815 HIGHLAND SHOPPES DR,Charlotte,NC,,TROPICAL SMOOTHIE NC56,,other,
TRU BY HILTON CHARLOTTE I-77,6125 NATIONS FORD RD,Charlotte,NC,,TRU BY HILTON CHARLOTTE I-,,other,
TRU BY HILTON CHARLOTTE-ARYSLEY,9233 KINGS PARADE BV,Charlotte,NC,,TRU BY HILTON CHARLOTTE-ARYSLEY,,other,
TRYON HOUSE,130 EASTWAY DR,Charlotte,NC,,TRYON HOUSE,,other,
TRYON HOUSE,215 E EXMORE ST,Charlotte,NC,,TRYON HOUSE,,other,
TSAOCAA,9715 SAM FURR RD,Charlotte,NC,,TSAOCAA,,other,
UMAMI POKERITO,7510 PINEVILLE-MATTHEWS RD,Charlotte,NC,,UMAMI POKERITO,,other,
UNCC S A C/HOSPITALITY KITCH.,9201 UNIVERSITY CITY BV,Charlotte,NC,,UNCC S A C/HOSPITALITY KITCH,,other,
UNCC SOUTH VILLAGE CROSSING DINING FACILITY,9201 UNIVERSITY CITY BV,Charlotte,NC,,UNCC SOUTH VILLAGE CROSSING DINING FACILITY,,other,
UNITED HOUSE OF PRAYER FOR ALL,2321 BEATTIES FORD RD,Charlotte,NC,,UNITED HOUSE OF PRAYER FOR ALL,,other,
UPTOWN YOLK SOUTH END,1220 S TRYON ST,Charlotte,NC,,UPTOWN YOLK SOUTH END,,other,
VANGUARD WATER RIDGE,2201 WATER RIDGE PY,Charlotte,NC,,VANGUARD WATER RIDGE,,other,
VANGUARD WATER RIDGE,2605 WATER RIDGE PY,Charlotte,NC,,VANGUARD WATER RIDGE,,other,
VBGB BEER HALL AND GARDEN,920 HAMILTON ST,Charlotte,NC,,VBGB BEER HALL AND GARDEN,,other,
VELVET TACO,1601 E WOODLAWN RD,Charlotte,NC,,VELVET TACO,,other,
VELVET TACO SOUTH END,2170 HAWKINS ST,Charlotte,NC,,VELVET TACO SOUTH END,,other,
VIA ROMA,7416 WAVERLY WALK AV,Charlotte,NC,,VIA ROMA,,other,
VICIOUS BISCUIT ARBORETUM,8200 PROVIDENCE RD,Charlotte,NC,,VICIOUS BISCUIT ARBORETUM,,other,
VILLAGE ON MOREHEAD,727 E MOREHEAD ST,Charlotte,NC,,VILLAGE ON MOREHEAD,,other,
VIN MASTER,2000 SOUTH BV,Charlotte,NC,,VIN MASTER,,other,
VINYL,1440 S TRYON ST,Charlotte,NC,,VINYL,,other,
VITALITY BOWLS,1414 S TRYON ST,Charlotte,NC,,VITALITY BOWLS,,other,
WAKEY WAKEY,1640 SARDIS RD N,Charlotte,NC,,WAKEY WAKEY,,other,
WATERBEAN METROPOLITAN,1111 METROPOLITAN AV,Charlotte,NC,,WATERBEAN METROPOLITAN,,other,
WENDY'S #18,11145 E INDEPENDENCE BV,Charlotte,NC,,WENDY S,,other,
WENDY'S #36,7900 ARROWRIDGE BV,Charlotte,NC,,WENDY S,,other,
WENDY'S #56,16055 JOHNSTON RD,Charlotte,NC,,WENDY S,,other,
WENDY'S #62,8720 RACHEL FREEMAN WY,Charlotte,NC,,WENDY S,,other,
WENDY'S #65,11801 ALBEMARLE RD,Charlotte,NC,,WENDY S,,other,
WENDY'S #7,3300 FREEDOM DR,Charlotte,NC,,WENDY S,,other,
WENDY'S - CHARLOTTE AIRPORT,5501 JOSH BIRMINGHAM PY,Charlotte,NC,,WENDY S - CHARLOTTE AIRPORT,,other,
WENDY`S #15,10729 PARK RD,Charlotte,NC,,WENDY S,,other,
WENDY`S #17,2933 EASTWAY DR,Charlotte,NC,,WENDY S,,other,
WENDY`S #22,2801 BOYER ST,Charlotte,NC,,WENDY S,,other,
WENDY`S #27,5801 N SHARON AMITY RD,Charlotte,NC,,WENDY S,,other,
WENDY`S #29,1801 SARDIS RD N,Charlotte,NC,,WENDY S,,other,
WENDY`S #30,3700 W W T HARRIS BV,Charlotte,NC,,WENDY S,,other,
WENDY`S #38,3524 MT HOLLY-HUNTERSVILLE RD,Charlotte,NC,,WENDY S,,other,
WENDY`S #42,10235 UNIVERSITY CITY BV,Charlotte,NC,,WENDY S,,other,
WENDY`S #46,5214 SUNSET RD,Charlotte,NC,,WENDY S,,other,
WENDY`S #53,4335 PARK RD,Charlotte,NC,,WENDY S,,other,
WENDY`S #60,9905 NORTHLAKE CENTRE PY,Charlotte,NC,,WENDY S,,other,
WEST CHARLOTTE HIGH SCHOOL CULINARY ARTS,2219 SENIOR DR,Charlotte,NC,,WEST CHARLOTTE HIGH SCHOOL CULINARY ARTS,,other,
WHICH WICH,101 S TRYON ST,Charlotte,NC,,WHICH WICH,,other,
WHICH WICH,14318 RIVERGATE VIEW DR,Charlotte,NC,,WHICH WICH,,other,
WHICH WICH,16620 CRANLYN RD,Charlotte,NC,,WHICH WICH,,other,
WHICH WICH #257,930 PARK CENTER DR,Charlotte,NC,,WHICH WICH,,other,
WHISKEY WAREHOUSE,1221 THE PLAZA,Charlotte,NC,,WHISKEY WAREHOUSE,,other,
WHITE DUCK TACO SHOP MATTHEWS,131 E JOHN ST,Charlotte,NC,,WHITE DUCK TACO SHOP MATTHEWS,,other,
WILLIAMS PLACE,825 PENINSULA DR,Charlotte,NC,,WILLIAMS PLACE,,other,
WILLOW GROVE INDEPENDENT RETIREMENT,10043 IDLEWILD RD,Charlotte,NC,,WILLOW GROVE INDEPENDENT RETIREMENT,,other,
WINDSOR RUN,2030 WINDSOR RUN LN,Charlotte,NC,,WINDSOR RUN,,other,
WINE LOFT THE,2201 SOUTH BV,Charlotte,NC,,WINE LOFT,,other,
"WINE SHOP AT FOXCROFT, THE",7824 FAIRVIEW RD,Charlotte,NC,,WINE SHOP AT FOXCROFT,,other,
"WINE SHOP AT RIVERGATE, THE",14142 RIVERGATE PY,Charlotte,NC,,WINE SHOP AT RIVERGATE,,other,
WING STOP #690,6215 OLD POST RD,Charlotte,NC,,WING STOP,,other,
WINGATE BY WYNDHAM,2001 MT HARMONY CHURCH RD,Charlotte,NC,,WINGATE BY WYNDHAM,,other,
WOODIES ON TRYON,520  N TRYON  ST,Charlotte,NC,,WOODIES ON TRYON,,other,
"WORKMANS FRIEND, THE",1531 CENTRAL AV,Charlotte,NC,,WORKMANS FRIEND,,other,
WYNDHAM GARDEN CHARLOTTE EXECUTIVE PARK,440 GRIFFITH RD,Charlotte,NC,,WYNDHAM GARDEN CHARLOTTE EXECUTIVE PARK,,other,
YAFO EAST,1231 EAST BV,Charlotte,NC,,YAFO EAST,,other,
YAFO MIDWOOD,1331 CENTRAL AV,Charlotte,NC,,YAFO MIDWOOD,,other,
YAKIKO,710 W TRADE ST,Charlotte,NC,,YAKIKO,,other,
YAMA ASIAN FUSION,720 GOVERNOR MORRISON ST,Charlotte,NC,,YAMA ASIAN FUSION,,other,
YAMA LOSO,3535 DEWITT LN,Charlotte,NC,,YAMA LOSO,,other,
YAMAZARU,2173 HAWKINS ST,Charlotte,NC,,YAMAZARU,,other,
YAME ASIAN NOODLES,4435 PARK RD,Charlotte,NC,,YAME ASIAN NOODLES,,other,
YUNTA,2201 SOUTH BV,Charlotte,NC,,YUNTA,,other,
ZAFRAN KABAB PALACE,230 E W T HARRIS BV,Charlotte,NC,,ZAFRAN KABAB PALACE,,other,
ZAMBIES,3204 N DAVIDSON ST,Charlotte,NC,,ZAMBIES,,other,
ZAPATAS CANTINA,19905 WEST CATAWBA AV,Charlotte,NC,,ZAPATAS CANTINA,,other,
ZAPATA`S,8927 J M KEYNES DR,Charlotte,NC,,ZAPATA S,,other,
ZAXBY'S #1114,8334 IKEA BV,Charlotte,NC,,ZAXBY S,,other,
ZAXBY'S #44301,16601 STATESVILLE RD,Charlotte,NC,,ZAXBY S,,other,
ZAXBY'S #58001,8905 ALBEMARLE RD,Charlotte,NC,,ZAXBY S,,other,
ZAXBY'S STEELE CREEK #001D1,9308 ROBERT IRWIN DR,Charlotte,NC,,ZAXBY S STEELE CREEK 001D1,,other,
ZAXBY`S #70,7508 S TRYON ST,Charlotte,NC,,ZAXBY S,,other,
ZAXBY`S #73,6340 W SUGAR CREEK RD,Charlotte,NC,,ZAXBY S,,other,
ZINICOLA,14835 BALLANTYNE VILLAGE WY,Charlotte,NC,,ZINICOLA,,other,
ZIO,116 MIDDLETON DR,Charlotte,NC,,ZIO,,other,
